Example,DA,Sub_Category
are fixed assets and non current assets the same,q,yn
is the titanic still the biggest ship ever built,q,yn
will it be windy at 4 pm in ny,q,yn
was all in the family filmed in front of a live audience,q,yn
can it hail and rain at the same time,q,yn
can non violent felons own guns in indiana,q,yn
can you go to nba out of high school,q,yn
does the alphabet song and twinkle twinkle have the same tune,q,yn
can trucks go on the taconic state parkway,q,yn
did peyton manning ever play eli manning in the super bowl,q,yn
is there such a thing as a fainting goat,q,yn
is joe namath in the nfl hall of fame,q,yn
was good times a spin off of the jeffersons,q,yn
does salt water taffy have salt water in it,q,yn
was poland part of the league of nations,q,yn
is the other boleyn girl part of a series,q,yn
is a turtle the same as a tortoise,q,yn
is port louis mauritius in the atlantic or pacific ocean,q,yn
do non permanent members security council have veto,q,yn
is a kippah the same as a yamaka,q,yn
hello ana is ferguson jenkins in the hall of fame,q,yn
were the us armed forces integrated in wwi,q,yn
can you have identical twins that are different genders,q,yn
is 762 nato the same as 308 win,q,yn
is there a lift at earls court tube station,q,yn
is home depot and lowes the same company,q,yn
is vanilla sugar the same as regular sugar,q,yn
is common law marriage legal in the united states,q,yn
is seagulls stop it now a real song,q,yn
hey siri do you get an rbi on a home run,q,yn
are mountain lions and pumas the same thing,q,yn
does britain have the right to bear arms,q,yn
does only the winner get money on tipping point,q,yn
is canary wharf on the isle of dogs,q,yn
will being flat footed keep you out of the military,q,yn
is the canadian dollar worth more than usd,q,yn
is it humid in otsego union,q,yn
do you always have to say check in chess,q,yn
is it bad that im giving my exboyfriend another chance,q,yn
is the london marathon the largest in the world,q,yn
is there a such thing as yellow watermelon,q,yn
is there a congestion charge in london on sunday,q,yn
will it be chilly in oakdale ok,q,yn
do competitive inhibitors bind to the active site,q,yn
did anyone from the 1980 us hockey team play in the nhl,q,yn
is there going to be fauda season 3,q,yn
does host country have to qualify for world cup,q,yn
is the red panda is related to the giant panda,q,yn
has brazil ever won the world cup in europe,q,yn
is blood type o positive a universal donor,q,yn
can you travel within the eu with an id card,q,yn
can you get aero bars in the us,q,yn
is any part of lake michigan in canada,q,yn
does the host country for the world cup get an automatic bid,q,yn
is there a book after the girl in the spiders web,q,yn
is a way out a single player game,q,yn
is a vulture the same as a buzzard,q,yn
is there free to air tv in the usa,q,yn
is there a town called radiator springs on route 66,q,yn
is there a run rule in ncaa softball,q,yn
is there going to be a jack reacher 2,q,yn
is sri lanka a neighbouring country of india,q,yn
does chloe on days of our lives really sing,q,yn
is hd dvd the same as blu ray,q,yn
is soho in the west end of london,q,yn
will the sun be out in 1 minute in searcy uganda,q,yn
will there be a season 3 of here come the habibs,q,yn
does smackdown vs raw 2008 have gm mode,q,yn
is friction tape the same as electrical tape,q,yn
is the tower of terror in magic kingdom,q,yn
is percent difference the same as percent change,q,yn
do salted duck eggs need to be cooked,q,yn
is the university of chicago an ivy league school,q,yn
does a jury have to have 12 members,q,yn
does christina die in the book of henry,q,yn
was mall cop filmed at mall of america,q,yn
does all life require the same essential elements,q,yn
is it legal to own a gun in the philippines,q,yn
is american college of education accredited in new york,q,yn
is a bmw 1 series rear wheel drive,q,yn
is there going to be another golden compass movie,q,yn
is cash app and square cash the same,q,yn
can a federal court hear a state law case,q,yn
is the voice of alice the same as wendy,q,yn
is top sirloin steak the same as sirloin steak,q,yn
hey mira is it healthy to embarrass a child as punishment,q,yn
is rocky balboa in the boxing hall of fame,q,yn
is it unethical to have a relationship with a fellow counselor,q,yn
will it be colder in delaware,q,yn
did the queen of england marry her cousin,q,yn
did the dust bowl happen during the great depression,q,yn
are chickpeas and garbonzo beans the same thing,q,yn
will there be a new spartacus season 5,q,yn
were the new england states free states in 1854,q,yn
was there a 6th burrow in new york,q,yn
can you put 700c tires on a 29er,q,yn
does the monorail go to las vegas airport,q,yn
does washington dc have their own license plate,q,yn
can you cut a diamond into a different shape,q,yn
assistant name do aliens exist,q,yn
is verizon and verizon wireless the same company,q,yn
is a sister in law considered immediate family,q,yn
do dogs have to have their dew claws removed,q,yn
can a puppy see when they first open their eyes,q,yn
does bskyb carry any control over the picture quality of a channel,q,yn
hi is there a place to get smoothies in providence rhode island,q,yn
can a high level language use an assembler,q,yn
is tartar sauce and cream of tartar the same,q,yn
is anzac day and remembrance day the same,q,yn
has a country won the world cup at home,q,yn
is saint nicolas or sint nicolaas celebrated earlier in the year in the netherlands,q,yn
cortana can u die for drinking too much water,q,yn
has there ever been a tsunami in the maldives,q,yn
was snow white the first full length animated film,q,yn
do minutes of a meeting have to be approved,q,yn
is southern ireland part of the british isles,q,yn
is the walking dead ride a roller coaster,q,yn
is there a sequel to the phantom of the opera,q,yn
is the movie 8 below a true story,q,yn
is elderflower cordial the same as elderflower syrup,q,yn
can drinking too much milk make you throw up,q,yn
do plant cell walls restrict the entry of water,q,yn
is west texas am part of texas am,q,yn
is dc legends of tomorrow based on a comic,q,yn
does the icc has jurisdiction in the united states,q,yn
do all down syndrome babies have simian crease,q,yn
is han alive in fast and furious 7,q,yn
did lonnie die on days of our lives,q,yn
will it get chillier in 12 years in greenland,q,yn
does new york city still have rent control,q,yn
will it get overcast in la dolores,q,yn
is benzalkonium chloride the same as hydrogen peroxide,q,yn
do they actually film movies at universal studios,q,yn
is there a part two to advengers infinity war,q,yn
is an echocardiogram the same as a sonogram,q,yn
is there a sequal to avengers infinity war,q,yn
does stephen curry have an olympic gold medal,q,yn
does the speaker of the house have to be a congressman,q,yn
will custer national forest be chillier at seven pm,q,yn
have the raptors ever made it to the finals,q,yn
do i text call or make contact first the same day of the morning i left his house,q,yn
can i be sacked for falling asleep at work,q,yn
is the new god of war 2 players,q,yn
is there a relationship between our latitude position and high diversity of life form in the country,q,yn
can i still use the app if i switched phones,q,yn
is all the members of fleetwood mac still alive,q,yn
does it matter which dna strand is transcribed,q,yn
is there a third clash of the titans,q,yn
does a sacrafice bunt count as an at bat,q,yn
is a kilowatt hour a unit of power,q,yn
can an organism be in more than one trophic level,q,yn
is there a movie with 0 on rotten tomatoes,q,yn
hey are any cruise ships registered in the us,q,yn
are the netherlands and belgium the same country,q,yn
did hagrid die in the battle of hogwarts,q,yn
is the sort code the same for everyone,q,yn
was the movie bridge on the river kwai a true story,q,yn
is george washington bridge a one way toll,q,yn
is it legal to own an ar15 in california,q,yn
does battlefield 1 have a single player campaign,q,yn
is scotland a country in its own right,q,yn
can you get a ticket for j walking,q,yn
is texas concealed carry good in new mexico,q,yn
hey mira should my stepdaughters be told that their stepfather has a child pornography addiction,q,yn
do you have to turn right at a red light,q,yn
is kinetic energy conserved in perfectly inelastic collisions,q,yn
is there a time limit for ratification of an amendment,q,yn
is there a difference between a baritone and euphonium,q,yn
has a super bowl team played at home,q,yn
is central bank of india and reserve bank of india same,q,yn
is the three little pigs a nursery rhyme,q,yn
did over the garden wall win an emmy,q,yn
can i put my old card back into the system i just found it,q,yn
do i need a visa to go to macau from hong kong,q,yn
does the elder scrolls online have a monthly fee,q,yn
does every real number have a cube root,q,yn
does anyone die in the movie forever my girl,q,yn
did the first iphone have a front camera,q,yn
do you need your own gun to go to a shooting range,q,yn
is a birth certificate a valid form of id,q,yn
can a node in a tree have two parents,q,yn
is the movie the shape of water based on a book,q,yn
is a no insurance ticket a moving violation,q,yn
is the dominican republic considered part of the united states,q,yn
does the nile river still flood every year,q,yn
is all of europe in the same time zone,q,yn
was eye of the tiger written for rocky,q,yn
does the ipad pro come with the apple pencil,q,yn
is there a gmc version of the avalanche,q,yn
do they live at the end of a quiet place,q,yn
does the equal time rule apply to newspapers,q,yn
are bi carb soda and baking soda the same,q,yn
can you pick up the first card in rummy,q,yn
is i cant believe its not butter margarine,q,yn
was thanos in the first guardians of the galaxy,q,yn
is there a sequel to the avengers infinity war,q,yn
is storm warning playing,q,yn
is washington dc a part of any state,q,yn
can minors drink with parents in new york,q,yn
is the movie the mountain between us based on a real story,q,yn
can a person be born with one testicle,q,yn
is sheet metal gauge the same as wire gauge,q,yn
is leatherface in texas chainsaw massacre the same,q,yn
is a payday lender a type of bank,q,yn
